gazeX,gazeY,gazeTimestamp
24.105779894872,585.351317823288,2123911.159
41.2129909066525,571.272270825998,2123925.462
45.9602153652814,559.252499058851,2123940.597
67.9984318590266,553.684295087226,2123955.246
89.5337016475929,598.915715327467,2123970.635
98.0298364702493,603.145310797541,2123985.538
87.4432707340314,578.173849491012,2124000.221
81.623190653364,569.636406638993,2124015.479
59.1774990189652,505.763502998917,2124030.472
80.9199831282052,595.491772368457,2124061.764
71.0585979793383,577.078789063937,2124075.511
84.4546561358583,591.251263692525,2124090.148
74.9502637126084,596.635475867777,2124105.598
96.3590493235555,602.840174671877,2124120.528
48.7749229111038,675.837660022944,2124135.185
62.6430542297224,589.4890867096,2124150.641
98.5386241160109,599.328884476849,2124165.589
195.733926695652,590.857039681852,2124180.144
432.859599791098,570.081947079131,2124211.721
595.356722388379,598.915572753215,2124225.257
968.727306329432,756.50355356444,2124240.633
996.297493294475,687.963317221642,2124255.634
1057.93562679096,485.891063903246,2124270.127
1089.30510223256,746.461846609841,2124285.635
1108.95801592395,611.871515887776,2124300.616
1088.97809647869,738.224023869618,2124315.265
1092.42366037495,708.120937363317,2124330.61
1100.90968654597,627.347304864997,2124361.288
1093.96769389587,762.493359615884,2124375.631
1096.48470469324,704.59658042467,2124390.626
1091.49958359213,591.934559963158,2124405.227
1045.23777833098,648.749045458427,2124420.577
1356.71105442093,957.770038522692,2124615.611
1245.93784443085,1170.25568646618,2124630.248
1252.24469128977,1223.39012805821,2124675.208
1177.6947044846,1237.57298753391,2124690.626
1185.50351618524,1230.9954589414,2124705.619
1181.1552922883,1372.76948430967,2124720.137
1210.63614153076,1252.43342416638,2124735.615
1153.3531300212,1291.28555700855,2124750.616
1120.33018816855,1306.38028666884,2124765.177
1164.67150607309,1121.2754318322,2124780.633
1171.06524996099,1106.16589100113,2124811.322
1138.52722351703,1058.71371036158,2124825.59
1223.44484019989,897.326818121659,2124840.569
1279.02480975837,1074.07841275486,2124855.192
1242.55038789773,899.228073145237,2124870.52
1229.62480794408,796.351866609881,2124885.508
1214.55986616169,903.379713743132,2124900.18
1212.47673207791,819.634518040832,2124915.633
1200.74908166707,834.438745271624,2124930.629
1227.26537651025,861.055840374204,2124961.707
1226.40119544403,832.706055333653,2124975.613
1241.78981399185,1033.01387120067,2124990.343
1222.35677433833,803.281485737752,2125005.614
1212.89681043858,883.104546419226,2125020.627
1207.07908151033,963.042596774788,2125035.347
1234.91045717221,826.861572558371,2125050.615
1261.80944390174,801.838236386558,2125065.626
1228.49039211122,903.85980573696,2125080.348
1232.19210124335,929.337788077848,2125111.696
1202.73665726756,948.051787568715,2125140.593
1157.56364635582,885.745927183972,2125155.591
1183.19875230467,992.901086649304,2125170.352
1190.39930218619,950.571276960746,2125185.616
1202.57563809415,961.496136820663,2125200.599
1210.4521942753,1133.23015431656,2125230.623
1178.18401798248,828.151870670932,2125275.608
1218.91595186035,1111.30599072049,2125305.256
1221.19199126415,959.059932664872,2125320.586
1196.90828948325,950.484014374441,2125365.605
1167.6015808873,958.294133859986,2125380.579
1151.60386610027,943.228099562097,2125411.66
1197.92288563432,948.864537818004,2125425.606
1215.41458829399,963.961501283747,2125455.51
1189.73390323457,940.4961308649,2125470.613
1194.9274261839,961.875580178898,2125500.595
1166.12151088088,977.371055407659,2125515.603
1163.36214450871,1085.97071921088,2125530.208
1170.78052149134,980.438753742322,2125561.693
1151.19618670054,947.358445443924,2125590.614
1167.04997271508,928.587760543171,2125605.506
1219.27315753693,1109.01365286898,2125620.298
1177.16019105924,950.632970441227,2125635.621
1219.78127590825,908.872204002848,2125650.618
1181.93073799379,1135.67315324028,2125665.305
1227.90491278523,951.290332252014,2125680.547
1186.24844688753,939.671574804283,2125725.608
1195.86828915199,947.085729630164,2125740.628
1135.96694238862,1027.11093118215,2125755.259
1213.56709096498,932.13404340723,2125770.621
1181.45802163288,935.056840257893,2125785.619
1135.44189224311,893.37445494305,2125815.597
1145.63149566254,953.551844893567,2125830.581
1202.48774584538,990.225904347089,2125861.689
1201.65221320202,978.582470399004,2125875.611
1207.84255850275,1214.59477232585,2125890.234
1175.87265262219,968.326285066918,2125905.593
1164.5677489779,960.728117650085,2125920.615
1185.71637370632,957.574652317361,2125950.601
1206.99790590864,977.063482082128,2125965.616
1195.31534894979,961.267024824185,2126011.647
1200.90300826977,1148.58196522623,2126025.204
1160.90346054434,978.524473564282,2126040.612
1177.61665795822,975.132647931892,2126055.629
1263.03003479465,970.767630964165,2126085.591
1264.71918393654,973.515797197926,2126100.614
1287.85569078989,1132.1847201775,2126115.305
1262.86397922242,885.203302569536,2126130.59
1250.25204397971,904.852004579743,2126175.615
1286.28662738268,891.717555949707,2126190.578
1287.47395283692,891.409522215655,2126220.608
1281.8376179256,876.228761126203,2126235.627
1292.82250734367,883.107357891504,2126265.592
1335.09641911383,857.580986442508,2126280.615
1300.42467404151,831.092423015142,2126311.692
1232.36803757709,872.884510715568,2126325.584
1220.69691722554,918.316804963435,2126355.467
1200.00395757054,907.250489258937,2126370.62
1174.65495992664,899.049889943227,2126400.607
1160.87244793125,904.343384974364,2126415.522
1154.49861278502,1058.27969800126,2126430.296
1164.01095392875,950.071240292047,2126461.691
1155.89082531017,1151.24118169004,2126475.294
1139.63214998805,912.464547192235,2126490.621
1150.59918955254,890.879936118267,2126505.588
1178.79582174102,923.103985404597,2126535.607
1182.96093823501,957.761569948693,2126550.609
1194.55759338466,953.111762542756,2126580.563
1181.86780012063,1132.42524737752,2126611.269
1204.9394936928,919.997382407368,2126625.596
1155.50828716138,947.547048772503,2126640.606
1182.64893465888,990.91458147433,2126670.606
1201.63909064243,978.929904847707,2126685.603
1148.66784169704,827.459770170249,2126715.612
1159.54294729048,927.594455233539,2126730.609
1176.75030175006,909.166364538919,2126761.676
1222.01806551684,857.491041595589,2126775.565
1248.09967428338,879.148930667997,2126805.496
1235.69045090175,902.204112724164,2126820.604
1208.68415807547,1096.85211041078,2126835.296
1219.03511965146,933.038593515108,2126850.61
1182.05216132668,926.286086765959,2126865.604
1200.96686313583,945.086831996469,2126911.677
1235.31435777892,1061.35377970149,2126925.298
1173.84575062934,903.907906723768,2126940.622
1171.68777080248,891.333768400987,2126955.586
1181.59397995519,1089.37534870436,2126970.309
1224.41533757551,942.024716503603,2126985.433
1186.66425101824,955.423470297939,2127000.583
1217.52510830565,1128.96093683846,2127015.339
1140.35823887643,946.765466806221,2127030.594
1197.84506726968,1124.4593280511,2127061.41
1171.22234257948,984.668794771934,2127075.492
1263.99225478823,953.760614190387,2127090.61
1217.62139256057,1139.5035997924,2127105.235
1259.90796730738,902.671608787683,2127120.593
1249.57542911296,882.49630146679,2127135.657
1198.47029128456,1166.75800361381,2127150.32
1224.27095247954,895.269573148206,2127165.649
1172.55706703764,914.330730842663,2127180.654
1197.80760528469,932.783705968419,2127211.756
1202.12119205631,922.616486741667,2127225.665
1095.62495648372,1038.24779954892,2127240.347
1084.86409690667,786.965566955699,2127255.6
262.814243585732,322.38471487633,2127270.664
271.353942090235,348.811114009906,2127285.377
242.404641256973,401.046561610684,2127300.584
230.895693653729,401.944605086923,2127315.533
257.108096613932,391.385397064176,2127330.327
263.475278129183,424.071931370634,2127361.626
269.552776805533,378.430965853244,2127375.325
