fixationEventType,fixationX,fixationY,fixationTimestamp
Begin,341.197232480976,560.923237593476,71563027.0940986
End,338.143602651316,544.168349858988,71563068.8465487
Begin,290.679702265859,478.913438352602,71563082.1271647
End,292.970393999401,506.866473564172,71563117.6621518
Begin,309.898308995793,459.426690333005,71563189.4739521
Data,294.669331234736,478.083531960789,71563253.2451298
End,264.211375712623,515.397215216356,71563253.2451298
Begin,252.459351108878,457.774366722841,71563308.7929993
End,251.005043822532,444.096831583449,71563339.4184691
Begin,1381.28474905098,1248.650627963,71563624.4328028
End,1388.05172498591,1275.03500006399,71563669.9563731
Begin,1280.84109055474,895.009587426082,71563701.564239
Data,1287.24415992004,900.335663492135,71563744.8906576
Data,1277.35412538255,993.925589013476,71563776.6200401
End,1257.57405630757,1181.10544005616,71563776.6200401
Begin,1218.68733379536,1095.88430885044,71564059.7340346
Data,1209.40692884023,1026.55142040273,71564119.302626
End,1190.84611892999,887.885643507311,71564119.302626
Begin,1212.48035659015,1098.67966118456,71564298.8138583
End,1217.96021491969,1140.37562563049,71564331.6032269
Begin,1238.2900299023,980.244159885569,71564523.4939638
End,1319.4324916452,1023.14769118444,71564569.7039387
Begin,1378.82886504767,981.075937703681,71565064.0064108
Data,1362.02153754562,998.457571824442,71565109.838699
Data,1346.54286397089,988.388410771465,71565125.0093908
End,1315.58551682143,968.25008866551,71565125.0093908
Begin,1270.34404996292,1175.85349630464,71565140.1123454
Data,1262.52570095058,1157.35736886173,71565198.4682339
Data,1255.4045918166,1151.72247768422,71565229.762045
Data,1241.82053073241,1144.76929710537,71565243.6137069
Data,1233.98979823708,1143.9633810024,71565259.7721317
Data,1233.43967355584,1148.73764126547,71565274.9243498
Data,1242.43140422277,1164.69841712388,71565288.6347896
End,1260.41486555662,1196.61996884072,71565288.6347896
Begin,1233.18094771216,1108.64938225737,71565378.5303962
Data,1268.22218515191,1114.20991570144,71565423.404099
Data,1270.11417558988,1122.71892830358,71565469.234745
End,1273.89815646583,1139.73695350787,71565469.234745
Begin,1410.8333489307,1263.8545687259,71565529.6248052
Data,1424.78444710176,1250.37080118025,71565590.0275917
Data,1378.05098148226,1194.9386237156,71565624.8650899
Data,1372.87233626796,1192.61481702085,71565641.4484123
Data,1352.12201418919,1182.96759609883,71565653.0175325
Data,1330.12307276371,1173.94502586846,71565663.8813637
Data,1311.97927389555,1160.02480020494,71565679.475311
Data,1296.29308741351,1144.05132998379,71565693.1048766
Data,1304.5176717807,1145.21917872283,71565709.3404809
Data,1282.4454114114,1129.42320097613,71565724.5583836
Data,1278.67538107609,1131.82857978999,71565737.9703688
Data,1278.85584254771,1135.99417319794,71565770.5031568
Data,1292.0065095583,1127.38276629622,71565783.2821061
Data,1300.3485099419,1108.10161873283,71565819.2547173
Data,1275.57294700728,1094.04564971784,71565833.6552566
Data,1282.09212418033,1115.19971902913,71565859.7135903
Data,1308.71691374073,1139.19735710848,71565873.3419243
Data,1302.07882655895,1128.38341900775,71565923.5705685
Data,1277.87334387724,1124.23839447983,71565934.4196207
Data,1265.27916982081,1129.9825649414,71565950.3120226
Data,1283.08204228164,1156.5465128191,71565963.4633219
Data,1267.19884918383,1145.27498467088,71565995.3877057
Data,1253.65373674919,1138.65692846278,71566008.5065732
Data,1241.73654222909,1122.03855012041,71566024.2376372
End,1217.90215318889,1088.80179343567,71566024.2376372
Begin,1216.45256722087,916.876715112223,71566295.4253512
Data,1225.70466762547,936.229277647994,71566340.8721526
Data,1258.74778984092,1015.51082667299,71566371.393348
End,1324.83403427183,1174.07392472299,71566371.393348
Begin,1258.26464422491,1003.94693439121,71566414.3412589
End,1291.85746493503,1010.69137257301,71566445.7364707
Begin,1243.59927983692,1087.20885977698,71566459.2720252
Data,1245.60634666724,1059.514421298,71566521.6112774
Data,1245.80328680835,1045.61292244531,71566535.9091844
Data,1244.10108316473,1068.29916781334,71566549.4053281
End,1240.69667587747,1113.67165854939,71566549.4053281
Begin,1253.18450552871,994.854025938699,71566639.1116807
Data,1266.43145464527,981.785886443569,71566703.6443899
Data,1268.21542347609,979.907979935473,71566716.2106852
End,1271.78336113773,976.15216691928,71566716.2106852
Begin,1294.67673293156,1004.1528738935,71566774.296856
End,1282.44476582651,863.123001990151,71566820.054428
Begin,1263.39515768365,1056.49525795047,71566924.5899122
Data,1271.92230584373,1045.35531572936,71566985.8252517
Data,1265.89803633591,1049.08886260424,71567000.2582228
Data,1242.48899629319,1078.87169938115,71567015.1296389
End,1195.67091620777,1138.43737293496,71567015.1296389
Begin,1306.49315199936,1094.1854187158,71567060.248017
Data,1317.50101537327,1059.58472956682,71567121.9349385
End,1339.51674212109,990.383351268851,71567121.9349385
Begin,1302.17855814717,910.733767708144,71567300.6686287
Data,1288.81300198621,922.79833375518,71567345.6913536
Data,1266.38720734336,925.998442656856,71567359.783175
Data,1251.2618376011,925.001700809348,71567375.9292839
Data,1237.1381840538,935.419188760691,71567390.6442885
Data,1248.25960974283,967.375380882813,71567421.7233929
Data,1262.70393018004,975.888450599899,71567440.108938
Data,1263.25016481429,970.471443117821,71567453.6416188
End,1264.34263408279,959.637428153666,71567453.6416188
Begin,1251.62893308987,1057.52155858595,71567464.936095
End,1225.88205142817,1010.48819577958,71567494.5229262
Begin,1241.26667904686,967.299155448373,71567526.0183071
Data,1249.25211663673,975.969946624289,71567583.8692448
Data,1261.47630741772,1026.89681843283,71567600.00468
Data,1276.40230548001,1025.8891868473,71567615.1967194
Data,1277.43292717996,1030.73352393954,71567628.5027881
Data,1263.02767598542,1069.00961168022,71567645.0454682
Data,1257.54629116232,1065.83921351188,71567660.322487
Data,1244.66887543941,1090.36183369256,71567673.4795337
Data,1241.55914704332,1120.66110604194,71567689.6260532
Data,1246.52683940927,1093.57417312072,71567720.2777968
Data,1242.9927455683,1116.58290599533,71567735.0732651
Data,1238.5590697137,1096.71466622034,71567750.4947902
Data,1242.79767269947,1082.43871262219,71567763.7659639
Data,1258.16781200809,1109.45360343093,71567779.8414619
Data,1262.69841959246,1090.92232824122,71567795.503557
Data,1279.20338701638,1065.61468142181,71567808.8096258
Data,1273.44772364339,1085.95456811459,71567826.6023669
End,1261.93639689741,1126.63434150015,71567826.6023669
Begin,1307.40014815961,1006.73369165973,71567840.2343957
End,1317.76821389867,1042.99348589181,71567890.4811031
Begin,1248.0889545974,988.988781138929,71567989.4017811
Data,1250.7885424424,977.754982399345,71568050.1042539
Data,1242.9804718952,972.102293699823,71568065.5130526
Data,1178.37307003834,927.228001642741,71568094.9282826
End,1049.15826632463,837.479417528577,71568094.9282826
Begin,376.022954134276,374.960010552496,71568124.052037
Data,375.681195369762,394.776161772602,71568185.322682
Data,382.283258412336,440.426479719561,71568200.4896791
Data,371.657261176443,426.90830949513,71568230.1307001
Data,377.237581119363,454.886267662258,71568245.1556542
Data,356.088008135892,443.068775656829,71568279.2069892
Data,378.865824478671,463.361221246878,71568295.9130598
End,424.421457164227,503.946112426978,71568295.9130598
Begin,229.248948235684,332.31900663897,71568395.5394373
Data,230.881438977307,328.288382640099,71568471.1794213
Data,244.341411394371,296.884237295621,71568485.8911416
Data,258.878627865021,315.149234524481,71568500.3975974
Data,273.055692917981,330.283485381827,71568515.395046
Data,286.378570201212,349.532276646309,71568545.0229301
Data,300.311499704804,357.465727693697,71568560.2983069
Data,313.578761811646,367.202227928189,71568589.7328318
End,340.113286025331,386.675228397173,71568589.7328318
Begin,293.445306507616,391.216387905431,71568739.997972
Data,304.164664791805,387.329942594979,71568798.5550197
Data,331.682516684566,420.594114800995,71568816.5678044
Data,347.676981300204,442.793526361192,71568830.0705166
End,379.665910531482,487.192349481587,71568830.0705166
Begin,302.92822420289,443.931836904732,71568978.4907391
Data,297.257018572076,446.858066037228,71569040.0659967
End,285.914607310447,452.71052430222,71569040.0659967
Begin,211.26728236041,432.454343706181,71569070.4755282
