fixationEventType,fixationX,fixationY,fixationTimestamp
End,1471.76953522403,820.039915167093,63222524.295472
Begin,1307.28721932457,851.566569232244,63320151.8293549
Data,1300.22140939374,891.762625652265,63320191.1181393
Data,1299.19078459865,918.858233498315,63320206.1040623
Data,1305.29590442007,925.641821070894,63320217.5348107
Data,1305.33145455005,920.299540987349,63320238.8358897
Data,1304.0026647086,930.532928493723,63320262.7902127
Data,1295.26312311529,933.722077041156,63320281.1465725
Data,1294.89430290485,951.233985054984,63320292.1462663
Data,1290.86713796968,964.416931849345,63320310.6487742
Data,1284.45562694537,969.675506920596,63320325.8588456
Data,1254.12619032038,966.242144809656,63320359.4831614
Data,1242.90315720913,943.073200308047,63320368.5858041
Data,1254.54809807574,930.055222894174,63320380.3687857
Data,1287.5040360933,922.136800615599,63320398.7284298
Data,1289.58567313895,903.254004208973,63320416.4287656
End,1293.74894723024,865.488411395721,63320416.4287656
Begin,276.37355255479,288.490910756618,63320656.2404809
Data,261.401639919797,296.794878108495,63320714.1857213
Data,275.537573728468,280.256250490842,63320728.564473
End,303.809441345809,247.178995255537,63320728.564473
Begin,280.109465667104,286.344705122958,63320743.883745
Data,293.108297370381,274.548362673151,63320790.7997336
Data,275.451916901403,270.186151026344,63320803.4423614
Data,253.594294839071,271.562226880045,63320818.8252652
Data,244.233940605788,268.049318046227,63320833.8945254
Data,229.282080641111,255.612133597526,63320864.8397339
Data,204.321360298831,221.034868624564,63320893.3402466
Data,192.677271637467,218.024701938182,63320908.4682124
Data,206.258084459328,190.40018949082,63320923.5407568
Data,203.363655129323,178.516977563331,63320938.725786
Data,191.115747485702,168.376263073491,63320954.4350598
Data,165.777322346595,151.631136997298,63320969.2879716
Data,151.439048136169,143.134076890755,63320983.7668922
Data,142.121635795807,152.708270656486,63321015.3681248
Data,129.120629491523,149.645120453184,63321028.6347555
Data,131.695793001161,150.363974567586,63321044.2069128
Data,130.701259683746,136.374401156854,63321059.3578681
Data,118.82591461932,119.722969768941,63321073.6959776
Data,108.276237120365,119.049340262017,63321088.8099854
Data,104.833130071735,122.2509563394,63321105.9240868
Data,122.424540340916,141.572695817896,63321118.6496412
Data,135.934584376537,177.808791799518,63321133.1343092
Data,106.126607744424,156.175786333323,63321164.7252786
Data,55.5788609808387,144.479042769561,63321178.5806068
Data,42.4836088723604,117.592095765256,63321194.1240271
Data,45.8130824798944,111.103523183002,63321208.9843285
Data,45.6744054346278,136.759352280389,63321224.0589256
Data,35.6021739837707,143.430808486667,63321239.4664611
Data,35.4561396952318,162.181915700896,63321253.7491492
Data,32.9429287568434,170.346542228212,63321269.7067925
Data,27.2775824565163,180.403085344871,63321284.0485967
Data,13.1278002630657,183.090311954554,63321315.776272
Data,-3.85287976724511,155.700409495563,63321330.7773845
Data,-25.8310331691007,111.395285135793,63321343.2032534
Data,-29.7959989024191,86.9561062467126,63321358.8562847
Data,-32.4254255682463,70.1670674297604,63321373.6541858
Data,-45.5531912536591,70.4985175387261,63321388.3851707
Data,-41.999216261187,63.8502868131003,63321403.6769373
Data,-47.4518461732652,71.8518303648271,63321420.4786267
Data,-38.9406968394914,78.6904924787882,63321433.5260353
Data,-21.2231804387415,64.2839556950369,63321464.874793
Data,-14.5573714916431,70.3758787512607,63321479.9760744
Data,-8.11485415584021,79.447170365447,63321493.5838541
Data,-11.6004158432365,87.2836382913471,63321508.3214075
Data,-34.2612588971965,72.0893379104609,63321522.835223
Data,-45.525264588066,57.319291263806,63321538.6664236
Data,-55.9733365351756,49.8455971957135,63321554.0185378
Data,-67.2314383081983,39.4903909772795,63321568.3287313
Data,-79.0236263112382,19.2263546786972,63321583.8783096
Data,-86.9003826814578,4.21834509802945,63321614.1338306
Data,-83.4453766946584,2.3847379674292,63321628.4321187
Data,-89.9028476075216,5.89351836978871,63321643.4036732
