fixationEventType,fixationX,fixationY,fixationTimestamp
Begin,135.683355634428,112.680112891094,925437.12074841
Data,124.654280703228,103.145313946896,925482.028077703
Data,118.910870693821,98.0009611839813,925498.465238273
Data,111.513370953182,94.6198119869148,925513.538622339
Data,119.762389521122,110.25160534921,925526.562236364
Data,122.330139340598,117.749350588089,925543.418546786
Data,124.675077202579,124.886527071225,925558.670100329
Data,120.344466030868,120.076261252645,925594.651713568
Data,118.918925048877,115.1286964937,925606.981123478
Data,111.893082233067,99.3593224571603,925619.358565251
Data,115.536351778326,87.6198459254622,925634.780077697
Data,120.064807676309,96.2249763219107,925650.020546964
Data,142.682868973692,114.60281782694,925662.425083635
End,187.918991568459,151.358500837,925662.425083635
Begin,1094.25897169399,541.850885488388,925707.076653517
Data,1095.96957777268,551.914724802785,925790.501021601
Data,1108.63717005421,555.577825615765,925801.89894178
Data,1129.05631260202,606.035538326543,925834.049500735
End,1169.89459769763,706.9509637481,925834.049500735
Begin,1262.34338782815,897.373112117012,925847.75212931
Data,1259.26229155003,882.887493535926,925904.47488652
Data,1263.83162980748,875.83746300443,925919.547449529
Data,1263.52753047304,873.873960500768,925931.770532493
Data,1254.97127543837,861.988092842197,925950.043167098
Data,1257.18591715093,830.163994303619,925966.353884813
Data,1258.44625478473,819.111233362121,925980.45595786
Data,1263.17011214093,794.434308430464,925999.682661277
Data,1263.46520380799,784.90620942152,926017.274639217
Data,1261.19225620138,781.5853307265,926047.477649789
Data,1256.73652181404,778.059766293447,926060.120293134
Data,1250.45225246568,777.135004160668,926072.646346315
Data,1238.39081054196,770.586205647328,926089.679594628
Data,1228.8600170089,771.301918087288,926105.833900889
Data,1224.84257124499,773.939137059172,926117.860340583
Data,1224.82422745053,779.707880682513,926136.593177915
Data,1223.72423538601,778.593437360476,926150.327827732
Data,1221.42704548026,774.732375258106,926163.31736787
Data,1219.75421218211,773.28176643878,926198.672924767
Data,1219.63793351463,774.714819216585,926207.590840775
Data,1219.87807675245,776.104073361107,926224.422108944
Data,1221.13057580465,775.189366354591,926240.721331854
Data,1221.34905616213,777.496795986558,926252.213263117
Data,1224.66837563673,781.194974598772,926269.124584391
Data,1238.86959008427,785.304160743874,926284.987415241
Data,1258.0085811248,785.410053984272,926296.980191577
Data,1277.50098302582,782.712533624577,926314.398926385
Data,1290.48404217002,779.37757805995,926343.430698437
Data,1301.88961010839,777.855844447439,926360.605168639
Data,1302.4900134843,768.394538083289,926375.664184199
Data,1302.80946099382,762.053701462864,926386.964809065
End,NaN,NaN,926404.79448315
Begin,1341.7318369886,742.661048494639,926566.355198505
Data,1336.23479779322,742.514638708762,926612.882063712
Data,1327.1195195013,741.018454506421,926647.809028595
Data,1323.40203427578,739.374874532394,926655.329915271
Data,1319.05704968761,739.681225407301,926670.073644752
Data,1316.29134002706,741.495093002306,926685.358040596
Data,1307.18350403841,741.063415305495,926697.355332748
Data,1299.33989979167,743.794573546357,926715.434197784
Data,1293.59962196065,752.479292517858,926731.352039486
Data,1290.66259941656,763.380946586926,926744.161357504
Data,1288.36836959081,791.906484806168,926760.17321029
Data,1288.82411762889,809.11593289379,926788.431546179
Data,1285.56576903248,821.992647413386,926805.400341478
Data,1295.30827351701,829.698697725287,926820.096039096
Data,1301.47839057459,833.920909711565,926831.940614553
Data,1297.35853181335,835.974355665186,926849.342517683
Data,1295.01792061147,842.403635709486,926866.510008896
Data,1291.06854309389,838.81320780845,926880.718408889
Data,1265.45370231928,844.186083585979,926899.584668065
Data,1270.2243688109,843.407185424504,926915.479109629
Data,1243.90758224529,862.393656702849,926946.790547822
Data,1252.49757872337,872.290046996523,926960.332249127
Data,1259.79724803391,872.734120521415,926972.130024307
Data,1243.44105963816,855.605936459055,926987.251029709
End,1210.72868284664,821.349568334336,926987.251029709
Begin,1304.63568542825,880.722292933296,927000.000821058
Data,1296.17196925788,877.034242507802,927045.341668709
Data,1286.7701041149,871.421233302092,927057.620994112
Data,1284.89535563908,851.039390492356,927091.330741255
End,1281.14585868745,810.275704872883,927091.330741255
Begin,1255.15342465143,829.470199347026,927103.102242595
Data,1266.08151905889,840.99412549343,927147.535000655
Data,1268.20559976507,839.384860032854,927165.68611875
Data,1266.64224366756,847.304678197903,927180.690533987
Data,1265.70468180596,860.469103500526,927192.294539598
Data,1272.41772706853,876.433825016883,927210.60124809
Data,1275.83982608091,879.574031967918,927236.8906881
Data,1277.5191257812,875.39659846505,927253.468249501
Data,1276.79825560507,868.192096929418,927268.457064646
Data,1273.8173422271,864.461407112116,927280.943707066
Data,1271.98341740771,874.891271024027,927298.5541588
Data,1263.97566904648,874.518513992864,927313.462510309
Data,1262.6978682309,877.727673105918,927325.817783531
Data,1255.99676693954,863.569256660594,927343.582594074
Data,1255.6641464772,867.040518452342,927358.486019238
Data,1250.77671353119,862.57749834495,927389.881615825
Data,1249.14483658037,858.828210965464,927403.734497921
Data,1252.04653689828,868.177444627226,927416.097571189
Data,1254.2879218813,872.913911132135,927433.793823431
Data,1259.04849023907,874.757098197956,927448.622532363
Data,1261.65803454473,871.408790346132,927461.30746017
Data,1264.56726719229,870.720966288334,927478.545972857
End,1270.38573248743,869.34531817274,927478.545972857
Begin,1239.11278458273,763.064969282595,927506.332200685
Data,1240.80626602115,769.45458763997,927568.69603343
Data,1227.21588550224,760.991119014178,927583.405689025
Data,1220.24243894862,757.829304689872,927595.945700184
Data,1220.96144528833,765.268615258902,927613.651805116
Data,1224.66631715816,767.880802234186,927628.518693221
Data,1226.17275178463,771.321998648594,927640.84851366
Data,1220.90812692838,757.023566651804,927658.551744891
Data,1217.41799676101,747.090877226624,927687.166830262
Data,1222.74811269688,742.533804233388,927703.645864764
Data,1223.20924977318,763.095328139598,927718.363320406
Data,1223.78932378805,760.922451885871,927731.048248212
End,NaN,NaN,927747.567925061
Begin,232.529546122572,270.029343785792,927902.297031508
Data,234.256753201283,265.680988228081,927946.817642719
Data,238.253063969253,263.32823399638,927959.181126516
Data,248.028500415718,258.707009537617,927994.733326683
Data,253.325512706647,254.903681896299,928006.219510543
Data,250.505167436062,251.999548499563,928022.909967351
Data,232.798955103385,248.71973505964,928037.959951279
Data,209.018729768417,245.493277603968,928051.498778882
Data,179.087687041426,243.224209267194,928068.286531003
Data,151.505401744863,244.895117754661,928083.204735203
Data,136.723239061093,253.666803227682,928095.998453128
Data,125.955782205022,259.981643556546,928109.935083089
Data,120.220305849925,271.112064866576,928138.199987438
Data,116.004906306609,277.153277571629,928156.878224447
Data,122.052704478165,275.323198244769,928169.554120621
Data,123.977925766523,258.019834721588,928182.381091374
Data,121.326165621143,251.607852306387,928199.703762455
Data,123.348203596506,268.329781932105,928215.160169844
Data,119.86412538965,278.806157920036,928228.005203862
Data,115.291416008932,287.842978655237,928244.797882329
Data,111.753358693774,294.136480619439,928259.422558473
Data,105.817147245076,279.367713675124,928291.013156215
Data,102.581005929577,262.195289190147,928304.937470314
