fixationEventType,fixationX,fixationY,fixationTimestamp
Begin,189.697465262563,252.763624493157,50883428.4133165
Data,198.493119552232,257.658168031675,50883454.4617441
Begin,215.48105742415,245.829704245356,50883454.4880179
Data,218.991512934109,246.675895951399,50883487.5790575
Data,221.751911493371,246.177696391225,50883499.5545769
Data,219.971613483021,244.614419883193,50883517.4388292
End,NaN,NaN,50883532.2966674
Begin,201.648922060789,228.855774120925,50883532.3217096
End,NaN,NaN,50883586.4855744
Begin,205.761570046107,254.92440185754,50883586.522522
Data,205.973848833119,250.478599737641,50883612.1949057
End,NaN,NaN,50883628.4013291
Begin,202.687809831939,247.05107646742,50883658.0238156
Data,206.367857360762,238.113808117038,50883684.8226887
Begin,212.314931542433,195.843952584545,50883729.6191201
End,212.314931542433,195.843952584545,50883748.0329539
Begin,1404.68921181504,877.619005382887,50883763.4987844
Data,1395.21295668406,867.290432841679,50883792.7004794
Begin,1347.2060363637,902.503136279248,50883821.8865743
Data,1348.06088519217,895.773372144506,50883855.8089336
Data,1343.63333629182,883.784084962703,50883885.4055567
Begin,1333.63071007823,865.792552434419,50883885.4441464
Data,1332.68739280205,865.978578950011,50883912.5677474
Data,1335.59175071633,879.891202677128,50883928.354611
Data,1338.68693093483,891.344180840673,50883944.3775283
Data,1339.54270826845,886.677418930208,50883954.9790097
End,1340.26801028737,874.329796269046,50883954.9790097
Begin,1336.8452041554,867.37386939985,50883955.0139046
Data,1337.88802464199,865.955816533624,50883989.5963933
Data,1336.58913202879,864.536794184533,50884001.6088602
Data,1333.12973792186,861.163304820323,50884037.8244302
Data,1328.0022563841,867.821436414998,50884045.4499923
Data,1320.04686241205,878.02397967792,50884064.9923683
End,1309.07939213937,886.833583914743,50884064.9923683
Begin,1311.68869762063,887.000361322074,50884080.6605892
Data,1307.94635722828,888.667446603474,50884110.5523822
Data,1304.43774294735,884.567354714497,50884124.3941629
Data,1306.3639115045,879.561429351591,50884134.7382431
Data,1312.94325855901,873.143100070326,50884153.4825521
Data,1316.86106213929,864.553538062744,50884180.5490897
Data,1316.24760759638,852.885383066138,50884200.3521511
Data,1319.901801922,846.755983940216,50884215.3639374
Data,1320.45980267245,850.221798633857,50884227.4244361
Data,1316.7260943279,855.105571499962,50884244.4244107
Begin,1292.92092798925,845.328408009989,50884244.4617687
Data,1288.04551055435,843.461699426951,50884269.3508645
Begin,1277.05499978628,838.080279083819,50884269.3845278
Data,1278.06859540586,849.062106704484,50884305.6042032
Data,1283.24423314392,862.857640874342,50884335.6811444
Data,1287.98474286614,862.004292335118,50884349.1308707
Data,1288.23350351255,860.939576846268,50884359.8600263
Data,1288.37507303277,864.806835837801,50884379.1417168
Begin,1292.71598985357,868.840553136822,50884379.1774328
Data,1296.60033871744,868.832459158878,50884407.5941978
Data,1294.02058652623,864.51780269477,50884426.4386757
Begin,1291.2039822736,855.014765418046,50884426.4678232
Data,1292.85873146067,855.673437165605,50884450.5970312
Begin,1290.48262176569,852.645122215943,50884450.6343893
Data,1289.80644887177,852.235484201468,50884495.3597993
Data,1294.42147722217,861.141401020187,50884515.3525247
Data,1297.12383393822,875.672231998622,50884529.3244429
Data,1297.20483006679,886.27229827437,50884539.6069438
Begin,1295.60268858558,883.293167074121,50884539.6430703
Data,1294.63697626871,880.806635790392,50884574.6270556
Data,1293.95916551955,883.779529414316,50884584.3623224
Data,1291.47739457366,888.562610419774,50884605.3834211
Data,1288.71083989893,888.64699373911,50884630.5241707
Data,1288.66964180209,889.267889641059,50884648.668698
Begin,1291.38897074336,904.835418922714,50884648.7076981
Data,1293.57615841187,904.700303544965,50884675.9006784
Data,1272.4568164791,897.461783019011,50884692.4884826
Data,1274.37666685474,903.247155584203,50884710.5057462
Data,1298.36572429191,917.067374058089,50884720.5788777
Data,1321.48946925079,939.292075277257,50884739.1372174
Data,1338.259506381,961.103948803341,50884756.0669916
Data,1341.2006349716,964.895847756732,50884786.5113556
Data,1340.53996712514,963.546545461543,50884799.2418364
Data,1341.90419640115,965.24188226258,50884811.6787896
Begin,1341.47272927171,996.546641377587,50884831.7023046
Data,1334.55531579791,993.998721407038,50884854.6500124
Data,1329.04474697845,981.033464669106,50884875.3229831
Data,1329.179365339,969.732480224259,50884891.5696383
Data,1334.63327332447,965.533356367695,50884902.4055313
Data,1336.25229844827,963.23154441104,50884935.4124126
Begin,1331.12556966708,955.805652349928,50884935.4559286
Data,1332.13808580397,963.912270559848,50884962.8512993
Data,1336.49119291213,970.3239586271,50884979.737968
Data,1338.69036281739,968.675187759367,50884991.4355598
Data,1337.53013082683,965.973944438553,50885008.8288204
Data,1334.89098882345,969.584017735541,50885025.2277816
Data,1335.14582863556,968.836579331763,50885035.1018069
Data,1340.108740781,969.096579767401,50885053.2886186
Data,1343.81550050082,967.336057337806,50885081.2234234
Data,1345.70475927388,958.59947802051,50885097.846533
Data,1348.20679256677,954.26236762847,50885114.6428856
Data,1349.6867362497,954.841752842251,50885127.7202628
Begin,1338.68855755337,935.196065331993,50885127.7609051
Data,1336.79138355829,928.382573043961,50885160.5062798
Begin,1334.26188820916,907.228770768843,50885160.5440484
Data,1337.18805258463,905.419790035584,50885190.4600626
Data,1338.6393407821,904.535300521726,50885205.3675747
Data,1337.91683870204,911.08234916631,50885235.3697997
Data,1333.73501137522,915.262515369179,50885248.8301998
Data,1329.22429701383,917.246688722542,50885259.4534391
Begin,1317.2439195842,908.252258693373,50885259.4895656
Data,1318.64060963263,911.66225865034,50885294.5347196
Data,1315.46485232082,911.330712806954,50885304.3098076
Begin,1325.80116046717,939.087566242791,50885322.9830953
Data,1326.82992594527,937.487489458147,50885350.66912
Data,1327.35564046933,936.106279161713,50885385.4659044
Data,1324.85067516029,937.532797753203,50885394.9244751
Data,1326.15309380582,931.418835711779,50885413.0320549
Data,1330.34051425182,927.6449161165,50885429.4363529
Begin,1339.01720733935,921.562212724001,50885439.3912523
Data,1336.31951477599,913.971527714258,50885475.2660839
Data,1328.28931732174,908.074046940222,50885485.6553221
Data,1324.0826057917,915.779185819127,50885505.3520567
Data,1324.01985259243,922.332369428348,50885532.3093938
Data,1326.84993738193,934.984241969387,50885551.7101375
Begin,1331.62557417228,949.671113127976,50885565.163148
Data,1331.12475540732,953.193093098471,50885595.4305743
Begin,1321.9234919135,956.664889676367,50885595.4638271
Data,1319.2188055288,956.155156502457,50885620.0035634
Data,1328.02458655135,960.344096466376,50885640.3029534
Data,1340.64149880882,963.657027189781,50885657.3669704
Begin,1336.23830995994,973.839100709975,50885657.3985811
Data,1334.60030313659,974.186363208434,50885699.43421
Begin,1312.98129762673,951.770722276466,50885711.6790359
Data,1313.40414483274,949.155594956923,50885745.4453944
Data,1313.65262050757,945.037730940778,50885756.2775926
Data,1316.61551798821,950.87592553413,50885775.2546712
Data,1317.13318099175,960.207287586491,50885789.3509795
Data,1314.75187832428,968.565032872734,50885801.1212347
Data,1314.98924873306,973.798268038126,50885834.8198561
Data,1318.69675783549,972.12631595464,50885844.8063661
Begin,1312.32232233354,945.810002262393,50885844.8433137
Data,1308.91931241287,947.876974433292,50885879.9964366
End,1302.11329257155,952.01091877509,50885879.9964366
Begin,1304.14474621006,957.873849641065,50885880.0366684
Data,1306.14016067537,962.475926700854,50885908.4567176
Begin,1307.98176104949,975.1161875228,50885908.4924335
Data,1307.28341276582,974.90109278662,50885934.4628607
Data,1307.99998555243,972.194375686476,50885953.8139305
Data,1311.0422562509,968.363650554911,50885980.2913601
Begin,1313.83043740176,965.54486236892,50885980.3242024
Data,1314.73699257004,967.712512224427,50886009.3341807
Data,1315.92927687359,969.850414629784,50886019.812093
Begin,1315.80942905051,960.148018119331,50886019.8383668
Data,1317.89810999973,960.918103361984,50886052.8620797
Data,1308.34331886099,953.361122542125,50886063.7632467
Data,1300.68805447712,940.208591148497,50886082.6032088
End,1299.97385251591,924.664023003411,50886082.6290721
Begin,43.9923746689506,415.174781409001,50886160.5690907
Data,40.5992054004151,415.115347679631,50886194.7545985
Data,48.4788776190672,417.228345042587,50886204.8864356
Begin,81.2575408193833,428.039913836343,50886204.92872
Data,84.5694236648087,432.069031520201,50886240.1914539
Data,90.1085784543926,430.014070573865,50886250.6299556
Data,99.9587667502288,433.432755856247,50886284.9882958
Data,105.045010995171,437.819008001052,50886285.0260644
Data,111.733955405851,449.53002662146,50886294.7995103
Data,120.026623162182,463.720606773415,50886312.4206141
Data,115.449636322026,451.746945456115,50886329.0223762
Data,109.478054263571,432.050039979195,50886339.077855
Begin,128.888638129021,413.490497910452,50886339.1127499
Data,146.146114290794,412.119168922687,50886376.3172825
Data,175.891440294308,414.781257237665,50886389.3646911
Begin,211.522753975898,422.32769454013,50886389.3975334
Data,209.064506053973,422.390519576079,50886430.3542941
Data,210.789316750316,431.038870275412,50886447.3637108
Data,214.690626245052,439.44411476931,50886464.2113793
Data,216.215971322737,444.096232593349,50886474.4951118
Data,219.053223258532,448.495330395479,50886492.9639564
End,224.168494640059,453.461901878094,50886492.9639564
Begin,221.455794949414,448.664486960169,50886493.0021356
Data,220.723649272201,449.376945509959,50886520.4377381
Data,215.334020501239,448.169498682252,50886537.4676812
Data,209.288725833051,442.882983449267,50886556.8667828
Begin,203.766147130357,386.433426897284,50886556.8979829
Data,203.859142476024,385.156206415265,50886599.7903843
Data,201.779627700095,367.77985291483,50886609.8832211
Data,202.169367169387,355.500180695929,50886629.4826605
Begin,201.827661796122,346.777421748639,50886643.3650836
Data,200.770405193973,346.465035239355,50886672.616863
Data,198.386183725359,337.647553777147,50886688.9238659
Data,196.242965726202,327.994754812639,50886701.7569788
Data,195.853866554458,322.203693914854,50886734.7860286
Begin,200.357135469408,325.18981701585,50886734.8246182
Data,203.944608725662,330.82875947471,50886762.9515503
Data,205.442472611585,329.455374502143,50886779.3566694
Begin,208.066968433616,329.925687463607,50886779.3977222
Data,206.25794569313,321.192822759361,50886807.9224561
Begin,191.438146680397,325.992170410477,50886834.3855172
Data,190.689432356254,325.037110667806,50886880.4697757
Data,192.535482917162,300.002894662667,50886897.7920149
Begin,208.73458562439,225.945973717686,50886897.829373
Data,208.788819066746,216.827093835525,50886925.2974072
Data,211.83291830817,220.904206578118,50886946.1801579
Data,216.768970896568,233.497630616404,50886960.0876231
Data,217.342115777219,238.477493598729,50886970.4509981
Data,214.000229725619,234.902803813027,50886987.776111
Data,211.319817967337,237.51610748488,50887005.5786683
Data,204.89209357872,243.024145806603,50887035.0853858
Data,199.339126605057,242.262077280582,50887049.0626409
Data,200.854597088913,235.168399405905,50887059.5873534
Data,203.917872287939,226.00171157258,50887077.8078284
Data,198.986691807191,217.443370661749,50887094.9510773
Data,195.167708955333,213.767918361414,50887106.2730358
Data,196.895951962108,215.3397961498,50887122.9688089
Data,198.031728176917,216.537279781299,50887123.006167
Data,203.032599026014,222.94536488553,50887140.1095946
Data,209.935609655183,231.921958141881,50887150.5485068
Data,214.328275576697,234.560539323781,50887185.008658
Data,213.784535206674,234.096845196041,50887196.5350595
Begin,199.571158107658,238.012788510474,50887196.5650281
Data,196.004865987128,236.706622913783,50887228.7471581
Begin,182.749237640174,240.117106713003,50887228.7824635
Data,182.664092024179,235.070368612783,50887257.787105
Begin,185.7453967866,226.026382130116,50887257.8215894
Data,183.288180300611,220.007914464284,50887287.4958023
Data,180.183377856587,212.024832856039,50887304.3188392
Data,172.853115606134,210.764183131746,50887330.669005
Data,167.989665688524,216.881867467118,50887347.2272512
Data,163.074638830427,220.235917225452,50887365.5286003
Data,158.531612959571,216.228999910158,50887375.1719087
Data,159.169913573487,219.910554763387,50887392.6160748
Data,162.784356608924,226.215969432393,50887408.9838359
Data,164.452324200957,227.617464929166,50887409.0179097
Data,162.507439388163,220.284067641739,50887420.6260063
Data,156.341402111587,209.709759932582,50887438.5882591
Data,151.776821536673,208.939855839474,50887455.1543052
Begin,161.683120543415,221.895191668033,50887485.3544049
Data,166.775609489824,228.450690374738,50887510.341617
Begin,187.008581311794,271.378422916459,50887527.6289613
Data,182.139214750424,264.393275346433,50887555.9373468
Data,171.823309736425,254.058041873673,50887575.3241326
Begin,157.686839392208,244.59766634051,50887575.3561538
Data,154.962793906264,237.231545333195,50887603.4859595
Data,154.625876194687,234.017044093051,50887637.7367414
Data,158.104525734322,240.256002865785,50887647.2909652
Data,165.630038786839,246.275568694316,50887664.3250136
Data,174.322602281514,239.71129323692,50887681.803664
Begin,173.298827560644,214.227700330918,50887681.8397905
Data,165.936905277536,211.494130426031,50887709.0968132
Begin,156.087302449289,239.640975228392,50887724.7075602
Data,156.584300048319,236.064334502752,50887753.0491985
Data,157.882189838858,227.469755024679,50887781.5263112
Begin,145.004905756936,207.933152234867,50887781.5583324
Data,142.581494873486,200.916236031548,50887816.3144745
Begin,155.604312291101,187.636189188148,50887816.350601
Data,151.697588365773,184.976550269889,50887843.0300104
Data,152.377257861855,178.298204145075,50887859.1908652
Data,156.926075576588,174.170705734894,50887870.6019083
Data,163.747596167012,180.255611243145,50887888.5871506
Data,164.712814279075,194.922285993675,50887905.7546207
