gazeX,gazeY,gazeTimestamp
129.658355888316,163.360777380288,1251350.402
127.133817926443,177.230447638789,1251364.07
126.275964545856,167.057615857271,1251380.394
124.298806158595,159.926170720363,1251395.545
136.560852654475,162.629307349324,1251409.248
142.921115436537,161.952373649678,1251425.599
145.194632023365,175.371917189607,1251440.598
142.067016946323,177.423421883027,1251454.259
141.576829914918,172.203629615289,1251486.628
142.295926189162,169.628665253115,1251499.176
140.387885598797,166.022685008101,1251515.661
140.070771199659,164.198064528474,1251530.643
138.13853242688,166.320525854548,1251544.577
134.869726518252,173.689364440727,1251560.609
137.57022281518,177.217122471839,1251575.673
152.866742246308,174.585916772918,1251589.161
148.419109365069,174.477063917251,1251605.522
140.718246416757,177.623299327289,1251635.361
493.627980728938,348.549488463382,1251650.492
676.642085089441,404.782636262051,1251665.681
1178.85658664521,622.518787260568,1251679.23
1219.53659308368,639.21797525828,1251695.618
1225.93387673803,636.981281691333,1251710.621
1245.5541622139,645.091722298746,1251724.193
1245.5541622139,645.091722298746,1251724.293
1259.12178007304,645.553353329762,1251740.638
1256.13952629828,642.86228242186,1251755.598
1244.42672650059,635.470845126767,1251786.719
1229.90501446532,646.43270414503,1251800.646
1244.14745272628,727.870806567153,1251814.213
1244.14745272628,727.870806567153,1251814.313
1216.72119344724,753.450823228395,1251830.632
1216.72119344724,753.450823228395,1251830.732
1255.04310591428,840.16946532792,1251845.478
1217.91747913902,798.351461004428,1251859.211
1259.20753425616,818.58518249301,1251875.662
1259.20753425616,818.58518249301,1251875.762
1267.60635402174,809.773840127661,1251890.619
1263.7847517343,824.307338725829,1251904.203
1274.51469423249,807.363037249669,1251936.712
1290.31723003548,835.297612479359,1251949.28
1275.23910525779,820.073382729886,1251965.685
1272.8348162749,836.811087755166,1251980.627
1260.04867519661,801.164403976865,1251994.249
1245.71823060601,774.784847870604,1252010.605
1266.60079973035,763.639662422477,1252025.611
1221.34914472577,758.483876082617,1252039.317
1195.96096410545,769.402450604266,1252055.512
1261.89994914569,770.473896435885,1252085.496
1236.63017197465,766.776125250672,1252100.604
1257.45048553809,777.218225705133,1252115.467
1259.4413368893,766.733057588234,1252129.385
1253.26419889395,762.052414582544,1252145.658
1235.24871890534,748.474368146551,1252160.615
1194.26021823562,752.446487377427,1252174.361
1231.24420111526,792.195743901421,1252190.481
1261.61880476765,780.639536896078,1252205.617
1261.98448171281,780.835377579336,1252236.705
1306.61674359312,786.048061704062,1252250.426
1330.92666563987,796.041957279554,1252264.26
1294.42993125854,777.009847016107,1252280.637
1268.88820674968,747.153587912071,1252295.561
1268.88820674968,747.153587912071,1252295.661
1272.95921338373,717.958679845077,1252309.199
1296.0142901943,722.526364919766,1252325.636
1341.01745533269,766.950944490178,1252340.61
1294.3432238211,773.982676657521,1252354.273
1289.85893295339,740.122925081617,1252386.744
1290.21148630341,726.671491454031,1252399.138
1291.54037423483,729.980590286001,1252415.598
1304.97192451207,782.322062919786,1252430.61
1312.35385836053,776.994305942659,1252444.391
1256.82525554755,800.536425253139,1252460.614
1257.51144383652,763.950896750203,1252475.621
1300.17898513231,794.759836646894,1252489.243
1318.78524812092,797.098307597262,1252505.623
1301.3478848962,792.826390036774,1252535.417
1288.20533725067,794.217509072149,1252550.628
1290.96832270266,792.60380695291,1252565.652
1254.714088806,785.347192616893,1252579.153
1257.66761756075,785.2286473849,1252595.612
1274.77951050579,790.080111485451,1252610.644
1269.18762231658,801.115383659413,1252624.117
1249.82749867391,798.795813285802,1252640.62
1259.88342253641,768.509964731049,1252655.444
1245.1817707437,800.902418691953,1252686.692
1272.94948629187,772.316472922849,1252700.706
1270.29514304093,775.287589080893,1252714.183
1252.46742332508,804.149617599057,1252730.646
1271.66927374806,784.526964411377,1252745.55
1273.54400598362,774.086681838626,1252759.198
1280.67722316225,769.229107644826,1252775.618
1267.404365284,790.415031695759,1252790.583
1244.13539926743,795.417750947907,1252804.221
1244.13539926743,795.417750947907,1252804.321
1251.61224432604,763.241223432985,1252836.659
1251.98513123317,750.101912279403,1252849.168
1227.25120657961,770.877919753574,1252865.555
1236.6088888301,795.34219911843,1252880.458
1253.19213944031,836.810202581686,1252894.069
1269.43355595641,858.865262279305,1252910.603
1272.40371715888,848.874025197051,1252925.627
1274.04991132186,858.329074495779,1252939.215
1273.33816552258,844.905687276644,1252955.612
1279.81338488189,851.596216868208,1252985.302
1257.39097552348,840.60371828979,1253000.624
1321.40152122718,882.765598546282,1253015.649
1249.69966874945,873.677472421801,1253029.181
1267.35191361584,872.303780655914,1253045.553
1255.01144358346,897.793031151892,1253060.643
1287.45246869275,870.77465737597,1253074.224
1300.21888681821,794.071772907216,1253090.6
1302.12142979709,821.3387087888,1253105.583
1274.77672693255,824.969173938767,1253136.604
1269.58938662317,787.345162001553,1253150.657
1330.75073215815,794.751733426916,1253164.182
1332.5305165147,800.269663580792,1253180.614
1316.74247693571,799.240171512769,1253195.611
1324.69688298955,806.390339008619,1253209.964
1332.6332088551,765.358661839478,1253225.463
1315.59127926351,789.345691867151,1253240.492
1319.57511799441,781.635320994735,1253254.089
1311.32644644593,792.649868764637,1253286.632
1042.94662592802,641.379372446285,1253299.151
688.590024575233,438.828711389905,1253315.608
268.984849636371,170.428281930853,1253330.608
148.914650592009,121.093178018874,1253344.14
104.305440381364,94.5930894994843,1253360.462
100.224013614162,84.0889109023422,1253375.601
87.7202286666634,108.57420279256,1253389.153
85.4180636569772,112.124601121742,1253405.597
81.7098312720081,85.9825810390035,1253435.256
86.8203761418854,101.852849477432,1253450.474
92.7096435544556,114.681517409874,1253465.555
112.364269545391,115.603834902485,1253479.261
