leftIsValid,leftX,leftY,leftZ,leftNormalisedIsValid,leftNormalisedX,leftNormalisedY,leftNormalisedZ,rightIsValid,rightX,rightY,rightZ,rightNormalisedIsValid,rightNormalisedX,rightNormalisedY,rightNormalisedZ,eyePositionTimestamp
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
True,-63.9648056167927,151.060699681369,534.382225461369,True,0.660351753234863,0.339792668819427,0.271926283836365,True,3.59884904438593,147.419612384877,518.861845294015,True,0.494233369827271,0.330545723438263,0.219160556793213
False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0
True,-64.1246566910114,151.384392757189,534.151069128929,True,0.660773873329163,0.338821768760681,0.27157124876976,True,3.45508335644342,148.122054831231,518.457176675568,True,0.494595050811768,0.328487038612366,0.218693852424622
True,-63.5761490005817,150.053318650303,531.441902977648,True,0.660253405570984,0.338786274194717,0.261567801237106,True,3.59641908222773,148.222257712834,518.119132481787,True,0.494235187768936,0.327870935201645,0.21774922311306
True,-63.0146103042927,149.37369796774,530.394571345469,True,0.659201443195343,0.339140474796295,0.257512420415878,True,3.96174453312494,148.2638286708,517.894595815131,True,0.493309676647186,0.327518135309219,0.217093303799629
